appointment_id,status,change_time,employee_id
3390,booked,2020-05-18 23:53:13 UTC,55
3860,booked,2020-06-05 17:20:26 UTC,65
3314,booked,2020-06-02 17:41:28 UTC,78
2803,booked,2020-05-23 22:54:17 UTC,86
3186,booked,2020-06-09 19:00:12 UTC,95
4946,booked,2020-06-06 20:05:37 UTC,6
4,booked,2020-06-04 21:26:55 UTC,18
2807,booked,2020-06-01 21:45:49 UTC,24
815,booked,2020-06-10 22:01:07 UTC,39
105,booked,2020-06-06 22:53:51 UTC,40
346,booked,2020-06-05 17:48:10 UTC,59
657,booked,2020-06-11 21:23:11 UTC,69
2559,booked,2020-05-22 22:50:37 UTC,70
1418,booked,2020-05-22 22:56:00 UTC,85
4869,booked,2020-05-18 22:26:24 UTC,90
3147,booked,2020-05-27 18:38:59 UTC,7
4467,booked,2020-06-02 18:31:56 UTC,15
3318,booked,2020-05-28 19:21:18 UTC,39
151,booked,2020-05-17 22:39:27 UTC,24
4228,booked,2020-05-22 22:37:48 UTC,31
2965,booked,2020-05-22 20:28:17 UTC,45
1466,booked,2020-05-28 21:17:30 UTC,54
991,booked,2020-05-28 18:56:47 UTC,64
4628,booked,2020-05-27 21:35:41 UTC,77
4366,booked,2020-05-19 23:04:59 UTC,80
3269,booked,2020-06-04 21:49:51 UTC,93
2393,booked,2020-05-21 22:04:29 UTC,0
451,booked,2020-06-11 21:04:00 UTC,18
3788,booked,2020-05-27 23:22:58 UTC,25
4666,booked,2020-05-15 21:13:13 UTC,30
96,booked,2020-05-22 23:08:35 UTC,47
2755,booked,2020-05-18 20:01:42 UTC,55
4180,booked,2020-05-12 18:38:59 UTC,66
326,booked,2020-05-17 23:09:11 UTC,79
847,booked,2020-05-26 20:40:27 UTC,81
76,booked,2020-05-20 19:42:14 UTC,93
3101,booked,2020-05-20 23:58:42 UTC,6
3991,booked,2020-06-08 17:15:55 UTC,17
4177,booked,2020-05-22 18:51:30 UTC,21
1352,booked,2020-05-21 18:45:11 UTC,35
1695,booked,2020-05-30 20:43:51 UTC,43
854,booked,2020-06-11 21:53:28 UTC,52
4981,booked,2020-06-01 20:24:40 UTC,63
1566,booked,2020-05-28 21:33:10 UTC,73
1167,booked,2020-05-12 20:56:22 UTC,87
4190,booked,2020-05-26 23:32:06 UTC,92
2163,booked,2020-05-18 18:03:21 UTC,1
3947,booked,2020-05-17 23:07:58 UTC,15
989,booked,2020-06-10 17:07:28 UTC,29
3573,booked,2020-05-23 23:36:12 UTC,33
317,booked,2020-05-17 21:19:48 UTC,41
479,booked,2020-05-14 21:55:30 UTC,50
2188,booked,2020-06-10 17:40:14 UTC,67
1274,booked,2020-05-12 19:30:39 UTC,72
2051,booked,2020-05-30 18:53:32 UTC,83
4043,booked,2020-06-07 19:50:55 UTC,90
1399,booked,2020-05-13 20:35:35 UTC,4
3576,booked,2020-06-06 20:13:37 UTC,10
853,booked,2020-06-09 17:53:52 UTC,25
2227,booked,2020-05-17 18:17:37 UTC,37
770,booked,2020-05-29 23:39:54 UTC,49
3910,booked,2020-06-02 18:05:42 UTC,54
705,booked,2020-05-22 18:24:49 UTC,63
2644,booked,2020-06-09 21:23:41 UTC,79
63,booked,2020-06-09 21:24:31 UTC,87
2091,booked,2020-05-23 19:00:21 UTC,92
3561,booked,2020-05-22 22:06:51 UTC,9
1609,booked,2020-06-10 19:36:05 UTC,11
3169,booked,2020-06-02 22:54:09 UTC,24
696,booked,2020-05-20 19:58:01 UTC,31
927,booked,2020-06-10 17:42:55 UTC,43
4167,booked,2020-05-27 22:38:29 UTC,55
880,booked,2020-05-20 20:15:12 UTC,65
2687,booked,2020-06-06 17:05:49 UTC,76
1117,booked,2020-05-20 21:46:17 UTC,88
2305,booked,2020-05-20 20:39:14 UTC,99
1965,booked,2020-05-17 23:11:50 UTC,5
2265,booked,2020-05-30 19:45:19 UTC,18
1207,booked,2020-06-06 19:16:19 UTC,27
2152,booked,2020-05-12 21:26:13 UTC,39
711,booked,2020-06-10 21:27:36 UTC,47
884,booked,2020-06-03 18:57:40 UTC,57
2796,booked,2020-06-08 20:54:50 UTC,63
2007,booked,2020-06-03 18:32:13 UTC,78
3608,booked,2020-05-26 23:20:46 UTC,88
4744,booked,2020-05-31 21:46:32 UTC,91
1284,booked,2020-05-23 19:35:13 UTC,7
1950,booked,2020-06-05 17:33:38 UTC,16
2918,booked,2020-05-12 20:25:08 UTC,24
584,booked,2020-05-25 23:33:24 UTC,34
4774,booked,2020-05-23 22:27:45 UTC,48
4581,booked,2020-06-11 21:55:38 UTC,52
3068,booked,2020-05-30 20:26:25 UTC,60
98,booked,2020-05-12 22:39:26 UTC,78
2838,booked,2020-05-18 21:25:51 UTC,81
1788,booked,2020-06-01 19:37:22 UTC,91
4434,booked,2020-05-13 19:32:47 UTC,7
4796,booked,2020-05-21 23:51:10 UTC,15
3644,booked,2020-05-26 23:19:33 UTC,20
4845,booked,2020-06-11 19:58:50 UTC,31
1347,booked,2020-05-13 20:03:15 UTC,43
4549,booked,2020-06-11 22:01:49 UTC,51
3225,booked,2020-05-20 20:17:29 UTC,67
1163,booked,2020-05-13 19:25:01 UTC,77
268,booked,2020-05-22 20:39:49 UTC,81
2934,booked,2020-05-21 18:48:27 UTC,91
3560,booked,2020-06-04 22:55:28 UTC,1
1090,booked,2020-05-30 18:46:43 UTC,16
3532,booked,2020-06-08 21:15:09 UTC,21
1271,booked,2020-05-30 22:44:26 UTC,37
1140,booked,2020-05-23 19:52:25 UTC,46
1930,booked,2020-06-02 18:11:46 UTC,56
1358,booked,2020-05-20 23:37:23 UTC,65
3969,booked,2020-05-22 21:36:03 UTC,72
3604,booked,2020-05-22 22:19:06 UTC,83
694,booked,2020-05-16 21:38:38 UTC,92
4695,booked,2020-05-21 18:31:17 UTC,1
3293,booked,2020-05-15 23:06:45 UTC,40
3270,booked,2020-06-02 19:33:21 UTC,13
635,booked,2020-06-02 19:31:13 UTC,22
1409,booked,2020-05-19 19:05:47 UTC,37
3364,booked,2020-05-16 23:36:31 UTC,46
135,booked,2020-05-17 23:36:51 UTC,53
2266,booked,2020-06-05 22:59:18 UTC,62
4528,booked,2020-06-09 22:58:49 UTC,76
3911,booked,2020-06-08 17:35:42 UTC,83
1897,booked,2020-05-19 22:33:22 UTC,91
2677,booked,2020-05-29 19:30:44 UTC,8
3326,booked,2020-06-03 19:53:37 UTC,17
2697,booked,2020-05-21 21:12:43 UTC,26
2019,booked,2020-05-27 19:41:57 UTC,36
2248,booked,2020-06-03 18:12:34 UTC,44
3266,booked,2020-05-29 19:52:59 UTC,56
3099,booked,2020-05-31 22:53:39 UTC,67
1076,booked,2020-05-30 23:08:07 UTC,71
4450,booked,2020-05-19 23:17:26 UTC,88
441,booked,2020-06-07 22:47:09 UTC,93
2731,booked,2020-05-29 19:53:53 UTC,9
1457,booked,2020-05-28 20:14:56 UTC,14
1011,booked,2020-05-20 23:34:36 UTC,22
190,booked,2020-05-13 23:33:29 UTC,31
814,booked,2020-05-30 20:11:06 UTC,40
1805,booked,2020-05-24 20:30:05 UTC,50
4429,booked,2020-06-06 18:04:21 UTC,69
4418,booked,2020-06-08 18:39:54 UTC,73
3194,booked,2020-05-25 18:09:45 UTC,85
1203,booked,2020-05-23 21:34:44 UTC,96
4559,booked,2020-05-14 19:35:00 UTC,3
2017,booked,2020-05-23 19:12:29 UTC,11
4952,booked,2020-06-02 21:39:06 UTC,29
1767,booked,2020-05-13 19:18:35 UTC,37
3168,booked,2020-05-24 20:03:08 UTC,43
3617,booked,2020-06-08 22:06:31 UTC,58
1929,booked,2020-05-23 19:16:43 UTC,64
2146,booked,2020-05-17 21:02:45 UTC,73
3713,booked,2020-05-16 23:42:05 UTC,81
483,booked,2020-05-17 21:28:00 UTC,96
4684,booked,2020-05-28 18:36:08 UTC,7
3122,booked,2020-06-10 18:18:36 UTC,18
3397,booked,2020-06-08 20:40:39 UTC,20
4692,booked,2020-05-14 23:11:08 UTC,32
2586,booked,2020-05-25 22:33:26 UTC,48
1105,booked,2020-06-04 20:30:15 UTC,51
358,booked,2020-05-31 20:17:08 UTC,69
2141,booked,2020-05-24 22:09:38 UTC,77
3264,booked,2020-05-16 18:56:59 UTC,22
3701,booked,2020-05-26 21:51:53 UTC,85
3334,booked,2020-05-12 20:55:40 UTC,93
2059,booked,2020-05-30 22:03:56 UTC,2
1310,booked,2020-06-10 21:21:18 UTC,12
1947,booked,2020-05-31 20:26:30 UTC,26
452,booked,2020-05-24 23:32:42 UTC,33
4486,booked,2020-05-31 19:39:17 UTC,49
1774,booked,2020-05-21 23:20:48 UTC,57
1827,booked,2020-05-14 22:57:00 UTC,62
2672,booked,2020-06-05 19:59:26 UTC,74
3512,booked,2020-05-16 20:35:45 UTC,80
2717,booked,2020-06-10 22:32:01 UTC,98
4990,booked,2020-06-04 17:42:51 UTC,1
1544,booked,2020-05-15 19:53:35 UTC,16
2977,booked,2020-06-11 20:44:44 UTC,26
1341,booked,2020-05-13 23:22:00 UTC,37
997,booked,2020-05-23 18:51:08 UTC,48
3528,booked,2020-05-12 19:19:36 UTC,53
3312,booked,2020-06-02 21:06:38 UTC,62
327,booked,2020-05-30 18:34:30 UTC,76
84,booked,2020-05-15 23:57:47 UTC,89
4213,booked,2020-05-30 20:56:05 UTC,95
834,booked,2020-06-11 17:38:40 UTC,9
2236,booked,2020-05-22 23:39:40 UTC,18
687,booked,2020-06-04 22:09:55 UTC,24
3283,booked,2020-05-20 22:11:43 UTC,35
1770,booked,2020-05-18 18:56:40 UTC,43
4783,booked,2020-05-31 17:33:18 UTC,51
1819,booked,2020-06-02 22:30:27 UTC,69
4310,booked,2020-06-05 17:45:09 UTC,70
2545,booked,2020-05-15 18:25:36 UTC,88
288,booked,2020-06-05 21:14:24 UTC,96
296,booked,2020-06-05 22:21:07 UTC,7
215,booked,2020-05-19 21:17:56 UTC,13
4173,booked,2020-06-03 19:07:11 UTC,28
2198,booked,2020-06-05 18:08:16 UTC,38
4843,booked,2020-06-05 22:29:01 UTC,48
3177,booked,2020-06-06 22:53:39 UTC,50
2438,booked,2020-06-07 21:31:14 UTC,64
2440,booked,2020-06-02 18:09:23 UTC,73
3166,booked,2020-05-20 20:47:09 UTC,82
2533,booked,2020-05-29 23:37:35 UTC,91
1362,booked,2020-05-26 23:28:45 UTC,4
2071,booked,2020-06-03 20:48:19 UTC,19
1311,booked,2020-06-11 22:05:07 UTC,20
3464,booked,2020-05-29 22:22:25 UTC,35
992,booked,2020-05-14 23:52:03 UTC,40
1173,booked,2020-05-14 20:43:03 UTC,57
4398,booked,2020-06-07 17:23:37 UTC,68
3950,booked,2020-06-09 20:21:45 UTC,70
3137,booked,2020-05-22 21:13:01 UTC,80
4139,booked,2020-06-08 19:27:14 UTC,99
762,booked,2020-06-03 19:12:40 UTC,6
2342,booked,2020-06-10 22:31:01 UTC,15
2354,booked,2020-05-17 20:45:23 UTC,28
1339,booked,2020-05-20 20:46:23 UTC,31
1721,booked,2020-06-01 22:23:51 UTC,43
4448,booked,2020-05-27 20:23:47 UTC,57
4609,booked,2020-05-27 19:26:20 UTC,67
3297,booked,2020-05-25 23:50:31 UTC,73
3884,booked,2020-05-27 23:59:47 UTC,86
4093,booked,2020-05-18 20:01:26 UTC,98
4152,booked,2020-05-12 18:51:55 UTC,8
2119,booked,2020-06-10 20:52:58 UTC,10
3862,booked,2020-05-19 21:20:57 UTC,24
4996,booked,2020-05-28 20:47:21 UTC,34
4496,booked,2020-05-31 22:01:05 UTC,40
2142,booked,2020-05-28 22:19:30 UTC,59
2378,booked,2020-05-27 22:24:57 UTC,68
2063,booked,2020-06-11 22:13:19 UTC,78
4413,booked,2020-05-13 18:57:17 UTC,85
3249,booked,2020-05-19 22:10:56 UTC,90
3859,booked,2020-05-26 23:44:22 UTC,1
3966,booked,2020-05-27 21:53:11 UTC,12
1195,booked,2020-06-01 18:38:32 UTC,23
2733,booked,2020-05-17 19:01:20 UTC,33
2374,booked,2020-05-19 23:53:01 UTC,43
656,booked,2020-06-04 20:20:50 UTC,57
2398,booked,2020-06-10 18:35:08 UTC,67
2584,booked,2020-06-09 17:51:59 UTC,79
3110,booked,2020-06-05 19:51:28 UTC,83
3479,booked,2020-06-06 21:59:03 UTC,90
3358,booked,2020-05-28 23:49:25 UTC,8
4326,booked,2020-06-08 17:31:15 UTC,14
3493,booked,2020-06-05 22:25:14 UTC,29
818,booked,2020-06-08 21:51:50 UTC,39
4217,booked,2020-05-18 20:29:47 UTC,41
13,booked,2020-06-08 19:54:31 UTC,51
2656,booked,2020-06-11 20:19:17 UTC,69
4748,booked,2020-05-16 22:51:26 UTC,70
4982,booked,2020-05-12 23:58:57 UTC,89
404,booked,2020-05-29 18:05:10 UTC,96
4548,booked,2020-05-12 18:05:26 UTC,5
3027,booked,2020-05-17 22:25:41 UTC,17
3958,booked,2020-05-24 18:41:11 UTC,25
4579,booked,2020-05-22 22:50:06 UTC,31
695,booked,2020-05-13 18:51:52 UTC,42
2722,booked,2020-05-26 21:07:22 UTC,54
1620,booked,2020-05-23 18:10:53 UTC,69
3173,booked,2020-05-30 22:26:37 UTC,79
3440,booked,2020-05-13 19:03:49 UTC,89
3935,booked,2020-05-12 20:29:23 UTC,92
1109,booked,2020-06-09 21:21:31 UTC,3
4887,booked,2020-05-23 22:27:19 UTC,12
1748,booked,2020-05-31 17:49:23 UTC,21
2239,booked,2020-05-27 19:40:08 UTC,33
2961,booked,2020-05-16 23:45:38 UTC,49
2160,booked,2020-05-31 21:04:00 UTC,54
276,booked,2020-06-08 22:01:56 UTC,67
267,booked,2020-06-06 20:49:00 UTC,71
3121,booked,2020-05-16 20:52:13 UTC,83
1023,booked,2020-05-13 21:41:08 UTC,90
187,booked,2020-05-14 22:13:57 UTC,9
2092,booked,2020-06-02 20:44:42 UTC,17
2466,booked,2020-05-28 20:18:32 UTC,22
2129,booked,2020-06-10 21:18:33 UTC,33
589,booked,2020-05-12 20:46:59 UTC,40
2289,booked,2020-05-31 19:20:35 UTC,57
2384,booked,2020-06-08 20:20:43 UTC,64
1744,booked,2020-05-31 17:41:56 UTC,75
4988,booked,2020-05-24 23:02:25 UTC,85
