appointment_id,service_id,price,duration
622,5,58.74,83
1946,5,64.12,51
1294,1,62.4,58
1188,1,46.4,55
1834,5,76.44,39
767,7,77.53,60
341,4,51.06,51
1470,3,48.01,89
961,4,67.27,45
1868,1,12.48,37
1387,3,20.16,31
1342,1,17.32,63
1378,1,99.94,70
600,5,13.25,28
314,1,32.0,78
823,2,9.51,42
1099,5,56.76,85
1177,1,18.47,60
1425,1,85.91,58
1702,2,59.37,58
366,1,52.98,49
709,5,82.53,63
1352,6,18.57,27
1296,7,68.07,61
1746,2,95.92,53
1133,7,14.88,73
1763,2,78.26,87
147,3,60.37,44
18,2,2.47,24
354,1,39.51,87
1292,4,83.81,73
1592,3,99.0,67
216,2,48.47,34
1486,2,58.78,69
1821,4,18.64,36
1212,6,42.64,56
1593,4,36.64,35
529,7,16.46,65
1991,3,27.54,49
1080,7,18.04,21
1362,4,48.49,80
615,5,3.86,63
1600,6,75.44,74
740,2,33.94,62
1845,2,70.29,53
1396,3,20.35,27
418,3,98.16,53
317,7,32.5,50
168,6,91.1,90
1471,3,2.95,42
1857,4,9.68,69
288,1,81.32,41
603,7,0.97,77
199,1,42.78,41
1372,6,33.18,23
1218,3,88.23,37
1161,4,27.26,82
700,1,46.71,49
285,7,0.06,83
348,3,35.62,62
1926,5,23.57,26
504,5,51.81,51
1427,3,74.64,19
610,6,78.71,83
46,7,69.09,90
966,2,31.48,27
673,5,71.81,40
1551,7,14.26,41
1819,7,35.97,53
1106,6,22.36,55
118,7,28.77,18
578,4,69.69,87
1093,1,21.14,80
825,7,71.41,24
1384,4,22.5,71
727,7,60.63,52
1023,4,70.4,89
1171,5,57.69,42
1788,4,38.34,56
1880,3,62.59,89
38,1,27.69,35
1520,6,4.62,58
717,6,13.46,23
920,3,19.78,36
1281,6,88.63,84
1029,7,49.63,27
832,4,9.79,17
907,2,47.81,66
1679,5,55.31,33
644,6,31.04,50
588,6,9.62,57
89,3,60.77,51
572,1,67.57,28
64,3,0.91,74
1529,6,71.46,36
1022,2,82.75,60
1892,5,80.31,67
1058,2,90.82,64
1841,2,22.25,74
921,2,98.26,24
36,3,59.28,19
1135,1,98.66,74
433,4,91.38,76
365,7,40.38,67
533,2,67.63,24
974,5,71.53,63
1524,4,52.82,43
1071,1,32.24,38
1081,5,9.25,89
1289,4,31.47,81
1703,2,45.81,32
1907,4,64.8,40
668,1,92.17,54
506,5,15.5,16
1101,1,39.84,62
794,5,48.78,56
1701,5,44.86,37
1084,6,22.31,80
1015,6,37.7,59
1865,2,25.4,68
1249,3,33.53,84
1916,3,94.63,30
875,1,95.06,86
883,3,8.66,61
1748,4,29.69,29
428,6,72.98,49
785,6,19.21,17
1553,7,87.43,36
1391,6,4.51,78
1295,6,94.84,82
1203,3,97.64,59
71,1,12.53,90
1418,3,59.49,58
1264,3,2.37,47
1952,3,83.01,43
420,5,32.84,54
344,5,60.65,79
72,7,11.74,27
220,3,67.63,78
852,1,74.06,23
351,4,58.09,46
1485,5,25.2,32
1825,1,20.38,84
385,6,81.79,48
1565,7,63.42,34
606,4,56.25,60
561,4,54.55,86
310,2,31.62,60
1619,3,47.95,47
1721,3,75.39,85
584,3,52.19,25
1046,4,76.76,75
549,3,88.33,77
1074,3,49.2,45
1740,5,80.56,90
325,1,22.33,18
1590,2,6.09,65
749,4,86.99,22
637,6,20.67,17
664,5,41.2,37
1196,6,17.73,72
392,3,79.56,85
674,5,69.85,31
158,1,60.0,77
373,7,38.79,60
926,6,76.39,64
579,3,14.01,64
1123,1,37.65,60
227,5,49.76,20
802,7,35.65,87
1519,1,23.27,79
346,1,9.37,17
1168,6,0.86,31
1635,1,22.48,78
1500,2,28.9,50
1158,4,42.16,30
42,3,76.28,69
1626,3,51.36,46
1075,5,31.29,89
1147,7,73.51,59
251,4,51.25,89
1241,6,60.98,31
1914,7,65.4,52
142,4,1.32,55
1127,2,49.99,25
1584,1,37.29,51
1911,1,59.11,86
202,2,98.62,68
350,7,57.42,90
1380,5,67.39,74
1490,7,75.03,34
1208,7,83.8,57
1014,3,75.69,48
1219,1,25.64,67
1694,5,89.42,24
1222,7,71.11,26
1140,6,81.96,35
130,4,47.42,75
113,4,95.41,53
654,6,14.83,57
605,3,71.23,59
1837,2,67.37,64
594,6,71.26,78
786,1,44.55,43
538,1,86.38,17
364,5,73.14,82
1458,6,45.06,54
1089,4,57.75,50
872,5,16.02,54
429,6,77.18,57
1534,3,72.69,66
397,6,56.79,39
869,7,83.37,70
733,7,15.9,33
522,3,71.11,80
1388,6,76.8,84
1725,5,69.33,15
185,3,75.52,40
100,7,77.65,89
1287,2,77.9,25
1059,5,57.47,40
1595,2,14.29,15
340,3,12.04,19
1305,4,50.03,76
845,7,55.09,35
1659,5,80.5,69
924,7,60.38,88
987,7,2.23,68
1463,1,18.25,55
1944,4,11.37,35
1327,5,96.05,51
1727,1,85.87,25
608,7,76.27,67
1919,2,15.55,59
50,7,82.72,35
1232,4,64.12,73
1515,1,14.36,46
1863,7,27.93,70
1550,3,73.73,72
1142,1,50.77,28
1625,7,70.33,44
1752,3,4.04,60
1242,1,3.64,41
1211,3,7.62,70
172,3,62.0,68
1338,4,6.23,57
723,6,96.3,35
624,3,70.26,31
742,1,2.15,32
170,5,50.15,18
619,6,92.59,57
1941,2,64.38,84
129,4,39.02,54
189,1,28.98,83
408,7,2.17,40
881,2,33.3,52
1479,3,93.64,55
40,5,10.97,89
1672,2,37.2,77
507,1,81.54,44
1745,3,45.08,62
43,6,87.06,35
84,7,46.66,77
391,2,18.56,51
460,4,12.36,74
990,4,9.74,68
849,6,15.26,51
1881,6,57.68,57
1350,5,5.63,56
1108,6,28.36,62
1687,4,86.06,54
264,6,88.19,54
557,5,56.32,62
697,5,32.25,75
1376,5,4.6,42
1335,1,49.18,65
693,1,5.59,21
660,2,64.76,22
336,2,35.95,17
500,6,56.81,56
1062,1,99.79,88
447,2,36.59,28
1255,3,71.16,62
1165,6,82.02,57
479,2,50.48,31
1083,4,43.37,28
645,4,81.21,58
1951,5,56.96,89
231,3,52.84,34
1049,5,42.04,48
1817,1,80.92,48
1558,1,21.83,39
1200,1,0.43,29
1807,7,33.43,51
539,6,99.24,56
1431,4,85.04,49
1214,2,40.63,61
1651,4,41.52,73
1370,1,55.88,82
304,5,89.43,58
891,7,21.92,74
1291,2,66.18,34
689,6,66.69,43
1045,1,57.49,57
1248,6,23.37,40
59,3,72.16,88
568,4,58.4,83
917,2,58.61,34
1627,4,3.1,85
1163,1,6.63,67
1978,1,87.71,26
1468,7,32.43,73
1577,6,50.71,83
375,2,45.08,85
427,3,5.12,35
1373,4,69.69,36
954,3,41.25,18
1966,1,49.06,63
1511,6,37.92,23
1405,1,62.3,16
630,6,9.85,64
1010,5,65.52,60
1833,3,40.72,22
333,3,86.93,72
945,6,66.27,21
1153,6,85.13,49
1542,7,75.42,20
396,1,46.17,56
1829,6,83.71,78
632,6,78.73,15
627,7,83.02,52
243,5,88.86,25
812,5,63.64,72
1220,2,26.04,74
1888,3,15.86,82
406,1,99.11,81
132,6,22.98,62
1114,2,25.39,90
1800,4,87.74,17
194,5,14.11,58
1693,7,2.64,70
1250,6,39.21,21
1483,4,83.72,57
1578,3,14.31,46
514,5,11.84,67
1512,4,85.75,55
1473,5,96.18,18
73,6,3.88,40
12,7,53.12,47
135,5,8.71,66
1322,3,52.04,60
1521,1,64.0,36
545,4,61.87,50
1496,7,44.97,34
334,5,36.28,62
1464,1,85.38,57
1810,7,44.41,89
1267,6,54.89,78
667,6,24.82,49
726,5,66.68,73
1644,1,88.7,89
1004,1,60.96,56
1301,2,10.89,71
1818,1,41.1,68
1915,4,51.19,84
415,7,59.22,37
1466,6,38.1,38
1411,3,53.02,59
833,3,41.09,64
1175,6,34.21,40
226,4,44.29,87
691,2,13.55,62
1636,3,58.79,38
1730,3,45.04,34
419,1,94.26,90
1965,5,23.0,86
484,1,7.51,43
1057,3,73.36,87
1481,5,45.92,35
58,4,31.79,74
456,6,69.13,83
968,3,38.99,25
1728,2,86.05,49
552,6,4.95,86
120,4,48.83,57
840,3,17.16,56
1861,4,73.66,16
16,7,11.27,70
1526,7,95.7,75
1648,5,36.19,43
440,2,82.26,50
1060,5,98.15,54
1731,1,5.7,63
976,7,83.78,29
1156,3,0.3,49
283,4,66.52,84
1682,6,65.3,21
1269,1,70.33,60
1169,5,65.39,59
879,7,34.91,27
140,4,85.76,73
1076,1,78.77,45
326,1,97.99,16
424,5,15.0,84
1758,6,8.93,69
183,4,91.01,71
719,4,17.65,34
122,1,2.56,73
1938,1,83.55,78
985,6,84.67,29
401,5,59.07,56
753,5,29.81,61
666,4,36.97,26
934,6,66.83,69
1547,6,39.08,75
1953,4,98.14,31
937,7,32.76,75
604,1,66.37,79
380,5,45.95,65
1750,1,38.01,77
1112,2,68.48,44
91,5,0.97,32
372,2,8.64,61
97,1,90.43,31
1365,5,38.87,43
1313,2,43.28,77
478,2,77.14,26
1044,2,86.25,51
451,4,34.16,79
837,3,30.3,74
1887,4,11.83,33
1713,3,48.03,81
534,6,46.21,20
1975,2,19.05,58
1767,7,78.45,44
15,5,17.43,83
1815,7,6.98,55
655,7,55.1,32
602,5,97.15,30
106,4,59.49,40
1198,4,53.91,60
208,5,69.76,50
1507,2,37.43,70
86,4,11.78,38
65,3,23.94,43
543,5,66.88,54
904,6,86.88,41
1356,5,92.17,81
617,5,37.86,18
1705,2,78.18,69
124,1,77.44,43
755,5,97.3,56
1617,5,73.23,67
469,7,70.81,66
112,2,66.82,64
441,3,35.46,33
826,1,31.4,33
1920,1,46.53,43
1870,2,77.04,27
1000,7,61.19,18
1549,3,66.5,88
94,3,49.47,73
1864,1,29.52,69
909,7,62.88,77
844,3,86.12,85
1912,5,17.49,62
1402,5,51.15,20
204,6,22.2,44
1806,4,95.42,18
1828,7,97.06,25
1194,7,97.17,41
707,7,27.82,47
819,3,17.17,60
730,2,94.82,17
817,5,15.85,26
771,4,30.53,44
57,6,21.1,42
225,5,8.92,61
236,5,56.89,22
1125,5,16.29,72
1382,1,83.41,54
766,6,24.35,77
1195,5,45.2,33
356,3,63.28,21
562,4,78.51,87
1347,5,44.73,18
1201,6,6.1,19
1430,6,61.25,52
1270,6,90.88,79
1131,1,0.54,19
1787,2,92.07,41
1025,1,5.33,60
272,7,72.15,57
1192,3,39.37,17
551,7,61.9,80
750,1,45.3,19
248,6,72.26,22
98,7,94.45,84
509,5,10.85,81
1969,3,46.07,24
1487,5,36.24,63
1299,7,83.32,56
1621,7,94.16,82
941,3,97.04,61
1770,6,26.93,26
1460,4,20.53,19
1853,1,65.45,35
119,5,25.79,50
1554,2,44.85,48
1390,5,20.09,42
601,3,69.43,23
1324,7,60.85,40
1630,3,65.71,76
212,6,96.66,18
2000,4,98.73,18
950,7,29.84,54
261,2,13.82,85
1318,6,31.87,68
720,7,8.12,78
472,4,67.21,87
1932,7,46.62,37
1300,5,3.19,85
95,2,19.42,33
927,2,58.62,70
1501,2,13.48,26
134,7,8.1,24
1204,3,0.66,47
1514,3,94.38,60
1238,3,55.27,57
589,6,39.92,44
1822,5,98.17,87
1816,5,1.48,16
1397,4,54.1,30
52,2,6.7,81
757,4,1.53,22
1309,3,66.5,54
1408,4,47.5,40
144,7,85.51,53
1753,5,78.26,58
1042,1,47.44,39
822,3,85.03,70
979,7,55.88,26
1903,4,57.28,29
1576,5,53.48,49
307,5,26.39,24
1394,7,71.93,77
263,4,33.4,60
473,5,36.09,45
1766,7,9.55,71
1330,3,38.55,84
1286,3,58.34,89
1230,5,85.72,40
1018,1,64.35,43
195,3,55.49,64
331,2,80.28,61
661,3,76.84,80
898,6,60.79,51
567,7,60.72,90
1998,5,57.47,75
1537,7,42.28,58
1885,2,22.65,28
1859,5,62.02,50
370,6,0.16,70
807,1,59.13,33
884,6,97.96,84
1862,6,88.94,68
284,4,6.69,52
818,2,76.72,26
994,6,83.9,64
1737,1,56.71,90
1954,6,73.11,20
639,6,73.24,33
1899,2,99.48,53
943,5,31.56,89
1210,4,58.08,87
224,7,45.75,68
856,3,8.64,29
735,4,22.73,48
1097,4,63.46,72
253,3,93.66,88
868,6,16.66,58
320,1,90.05,28
517,7,81.62,16
910,4,54.11,38
1453,2,42.12,34
1710,2,71.47,18
648,3,7.51,77
1452,5,34.24,63
1540,1,73.1,49
1962,2,92.94,29
1795,5,30.01,74
459,7,37.97,78
1884,5,94.04,53
245,7,41.33,35
62,1,39.93,88
1375,2,47.94,37
694,5,24.23,16
721,3,43.94,25
405,1,13.31,26
1781,1,58.49,82
1037,3,70.82,64
403,4,63.35,84
1148,3,92.6,47
290,5,68.54,19
1346,5,66.31,35
39,3,68.04,18
293,1,35.81,58
1866,7,93.98,50
1277,4,76.22,52
571,7,73.06,68
1383,3,26.49,61
383,4,85.65,89
133,4,49.84,51
1069,3,2.46,68
574,6,66.19,73
1762,6,26.1,19
345,6,92.26,77
1445,1,18.2,61
843,3,96.06,71
127,6,21.33,57
1446,5,72.14,35
956,3,8.51,89
554,7,91.61,73
1078,1,3.79,87
76,1,82.66,65
1274,3,90.54,15
414,1,87.12,61
1901,1,51.7,37
417,1,95.61,85
121,1,29.98,77
663,1,92.29,54
1811,3,75.26,74
329,5,37.75,90
169,1,76.74,55
914,6,76.98,44
1121,3,14.79,22
461,3,61.96,42
1585,2,82.77,57
1423,7,48.27,84
760,2,4.29,49
1874,5,86.97,54
1298,4,82.26,67
737,6,51.76,85
828,3,21.19,68
489,6,86.33,73
1132,5,7.43,63
88,1,42.59,90
1150,3,86.79,59
1876,1,52.37,23
811,3,92.31,58
1236,7,92.15,49
643,7,67.8,29
708,6,52.88,34
1002,5,73.23,85
1564,6,41.52,73
530,7,13.69,78
462,7,55.74,47
670,7,54.07,74
394,6,6.65,46
85,3,95.61,60
196,7,16.2,42
1183,6,75.86,90
1628,4,30.73,40
993,6,73.24,31
1522,2,83.49,50
378,4,21.43,54
905,1,98.72,57
836,3,87.48,20
756,3,47.69,74
576,7,90.8,36
1898,3,2.4,44
152,5,82.79,15
105,7,18.35,31
353,7,53.71,42
69,1,48.61,29
104,6,95.28,23
1368,2,1.07,75
778,3,10.29,86
1199,2,5.05,85
918,4,24.31,66
1239,7,68.66,74
1596,4,6.39,61
1162,6,28.54,60
1642,4,74.7,50
1504,3,79.66,49
531,6,19.66,37
386,6,70.06,70
1632,5,2.52,84
1581,7,85.52,62
625,5,3.96,64
1671,7,38.8,26
1505,7,39.54,35
388,3,61.54,43
848,4,40.8,33
17,1,24.11,15
537,4,48.68,38
1429,7,67.98,72
6,6,77.46,61
1844,2,11.92,62
873,2,25.34,66
570,1,59.23,79
1513,7,3.23,35
67,2,21.6,42
1616,5,87.94,77
438,4,22.76,31
1364,5,89.38,39
580,3,82.63,59
1280,1,33.23,18
877,3,18.47,35
1345,4,38.07,24
393,5,27.99,21
468,6,81.79,32
1213,4,75.44,78
1482,2,91.41,85
230,3,30.87,81
1036,2,38.68,31
1562,1,41.89,33
769,3,59.66,38
1805,1,11.17,63
1252,4,16.67,58
219,7,24.65,23
1191,2,69.41,33
136,5,74.73,83
855,4,34.53,65
1832,6,41.64,38
44,3,93.4,88
1517,4,41.27,28
1796,3,61.05,20
335,1,22.31,79
1934,7,26.08,83
536,1,48.93,81
762,5,65.65,53
631,6,53.3,86
808,4,19.93,50
1535,7,54.82,82
1973,6,41.32,58
1889,6,58.41,85
1877,3,40.7,30
214,5,3.41,41
1840,3,55.65,77
1603,2,28.12,23
1226,7,62.36,63
1624,6,33.83,15
746,4,33.32,59
252,2,94.26,25
1639,6,39.98,29
1714,1,42.35,20
789,5,89.24,72
145,6,18.92,68
1803,2,47.0,51
1229,7,39.02,23
1233,3,84.3,75
1392,6,33.16,45
1070,6,88.5,20
1813,3,9.48,85
1918,3,9.22,74
1891,2,66.03,29
495,1,14.73,68
850,3,0.38,36
1525,3,36.32,30
838,2,75.82,57
1883,4,56.65,61
1836,6,55.33,24
747,6,13.57,64
596,7,8.79,82
381,6,19.51,22
1718,1,29.3,79
156,3,75.46,75
41,3,26.36,39
222,5,17.58,78
1902,4,57.58,72
32,5,75.89,43
149,2,36.7,42
1681,4,97.47,56
1690,6,88.83,68
1707,5,83.74,49
270,3,80.41,15
29,5,81.49,33
1497,6,43.08,62
1157,3,98.47,48
54,3,90.45,17
540,2,54.06,25
1102,6,34.07,46
647,4,76.77,21
229,5,70.28,45
653,4,2.37,79
1116,7,29.01,27
698,3,59.43,50
1120,5,71.8,73
982,3,5.27,29
532,6,29.87,79
1503,5,98.49,36
729,2,82.32,79
1631,7,96.72,20
1612,5,70.12,79
863,6,80.73,18
706,1,91.57,24
754,4,7.34,35
1736,3,33.08,66
734,3,84.73,57
1182,2,37.13,71
234,2,32.73,51
258,2,87.09,27
1271,1,54.7,62
1712,6,42.39,45
1843,2,12.65,58
1197,2,81.65,17
882,5,20.29,36
294,5,4.47,47
853,2,35.19,43
550,4,64.88,42
1166,3,74.46,57
1846,2,97.43,84
1968,5,81.56,76
376,1,85.55,51
1719,4,94.0,56
1985,5,70.77,16
1437,5,80.51,31
703,7,89.38,71
731,6,70.42,77
389,6,2.94,41
117,5,76.46,49
511,5,80.2,44
299,2,59.21,15
1574,6,19.42,57
411,2,89.66,38
1939,7,46.02,70
19,7,28.23,62
131,3,3.63,57
1548,5,60.47,30
680,4,86.21,74
558,6,6.02,42
1607,4,36.64,83
395,7,49.3,82
128,6,64.62,81
412,5,41.38,32
1489,5,71.92,60
1137,1,28.43,48
377,1,79.29,42
150,7,30.32,25
207,6,52.36,82
498,6,66.74,29
110,7,4.17,71
287,1,39.75,40
173,5,27.92,34
960,4,99.06,78
795,5,37.36,83
260,3,22.15,23
297,4,79.01,30
1541,7,76.3,19
1980,5,98.08,62
936,4,85.1,21
1348,5,3.67,44
953,2,25.69,72
1543,4,89.59,59
496,1,77.51,15
374,1,94.72,45
860,7,55.23,30
623,5,54.47,48
363,6,16.81,64
1582,3,44.67,37
1401,2,91.26,24
155,7,35.53,28
1786,6,36.41,52
1193,3,8.01,51
1633,7,36.08,66
798,2,23.3,32
1575,6,42.24,78
1570,3,21.33,66
1395,6,56.31,73
2,3,50.85,50
1579,6,90.75,56
1104,3,80.8,67
1539,6,37.13,20
368,3,10.55,64
688,3,28.04,53
1434,5,51.52,24
223,7,9.91,34
55,3,93.37,60
1399,3,65.51,21
1664,7,23.38,19
24,5,89.74,54
1457,5,15.37,60
1091,3,84.75,51
553,4,88.5,23
1977,5,91.43,44
463,7,29.56,31
701,6,98.38,80
1963,2,1.19,49
1409,3,48.83,44
454,2,93.82,37
30,7,55.18,60
1557,1,23.23,29
573,3,57.23,68
1065,4,41.2,80
7,3,44.47,65
1779,1,12.19,56
1802,6,61.03,65
1780,1,9.97,28
1905,6,98.32,33
1404,6,49.07,22
559,7,0.21,18
159,4,75.27,33
191,1,70.22,27
981,1,32.78,56
1566,7,74.59,65
1760,3,86.22,17
685,7,91.44,59
1006,7,65.71,19
1178,5,1.57,38
1896,3,39.31,15
178,5,9.91,77
1493,7,55.0,64
1003,6,82.7,16
1622,5,31.98,70
1073,7,43.0,45
942,5,72.47,86
728,2,66.87,79
99,4,67.31,25
74,5,68.36,16
1527,1,17.61,26
725,6,65.98,55
281,3,47.82,77
613,5,15.37,40
499,4,66.44,81
1257,3,54.59,45
1652,2,92.45,81
858,3,66.37,57
1256,2,59.45,45
1126,4,62.22,31
1447,3,99.44,73
83,3,78.01,80
895,7,23.9,71
612,1,53.76,16
669,6,60.19,40
1224,5,18.29,41
33,3,68.28,44
1606,2,26.4,72
1358,5,78.95,71
1251,5,1.22,19
1544,6,34.21,54
523,5,77.28,37
1033,4,19.48,50
764,3,57.15,75
1594,7,85.4,69
1673,6,27.43,23
1518,3,73.47,17
1972,5,32.05,69
470,7,60.18,73
102,7,77.44,43
1474,3,56.28,47
1051,5,99.47,90
792,4,56.81,21
650,3,61.59,18
887,4,29.87,61
616,1,99.8,87
268,3,21.27,36
446,1,5.06,39
1407,2,74.03,18
1231,7,7.07,86
705,2,98.6,55
1039,3,71.37,17
